id,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price
5632275,Apartment,Entire home/apt,2,1,1,1,165
5632452,House,Entire home/apt,4,1,1,3,150
5632672,Apartment,Private room,8,2.5,4,5,400
5643083,House,Private room,4,1.5,1,2,170
5657601,Other,Entire home/apt,3,1,1,2,300
5666413,Apartment,Entire home/apt,2,1,0,1,110
5696895,Apartment,Private room,2,1,1,1,66
5749181,Apartment,Entire home/apt,1,1,0,1,215
5749839,House,Entire home/apt,2,1,1,1,133
5785978,House,Private room,4,1,1,1,80
5788099,House,Entire home/apt,4,2,2,2,625
5804060,Apartment,Entire home/apt,6,1,1,3,125
5821380,Apartment,Entire home/apt,4,1,2,4,330
5849626,Apartment,Entire home/apt,2,1,0,0,250
5852066,Apartment,Private room,2,1,1,1,125
5853587,House,Private room,2,1,1,1,60
5858973,House,Entire home/apt,6,3,3,3,425
5861266,House,Private room,2,1,1,1,200
5863674,Other,Private room,2,1,1,1,200
5882524,House,Entire home/apt,5,2,3,2,250
5884735,Other,Private room,2,1,1,1,75
5891594,Apartment,Entire home/apt,6,1,3,3,235
5904304,Apartment,Private room,1,1,1,1,99
5904305,Apartment,Private room,2,1,1,1,79
5905163,Apartment,Private room,2,1,1,1,60
5905530,Other,Private room,1,1,1,1,75
5918090,House,Entire home/apt,5,1,2,2,275
5918432,Other,Entire home/apt,3,1.5,3,3,130
5919500,Apartment,Entire home/apt,4,1,1,2,175
5932678,Apartment,Entire home/apt,2,1,1,0,249
5933430,Apartment,Entire home/apt,6,1,3,3,500
5944921,Apartment,Private room,1,1,1,1,95
5944989,Other,Entire home/apt,6,2.5,2,3,1300
5945396,Other,Entire home/apt,8,3.5,3,4,1252
5945605,Apartment,Entire home/apt,4,2.5,2,3,2565
5945812,Other,Entire home/apt,4,1.5,1,2,1082
5955398,Apartment,Entire home/apt,3,2,3,4,206
5960738,Other,Entire home/apt,5,2,3,3,640
5970639,House,Entire home/apt,2,1,1,2,109
5978964,House,Private room,2,1,1,1,96
5980039,House,Entire home/apt,2,1.5,1,1,199
5990171,Apartment,Entire home/apt,6,1,3,3,235
5998790,Other,Private room,2,1,1,1,80
6006768,Other,Entire home/apt,2,1,1,1,140
6007925,Other,Entire home/apt,4,1,2,4,350
6015077,Apartment,Entire home/apt,6,2,3,4,199
6020579,House,Entire home/apt,6,2,4,4,233
6042966,House,Entire home/apt,7,1,3,3,375
6045869,House,Entire home/apt,2,1,1,1,210
6072767,Other,Entire home/apt,2,1,1,1,200
6074750,House,Private room,2,1,1,1,156
6080799,Apartment,Entire home/apt,2,1,1,2,95
6090770,Apartment,Private room,2,1,1,1,100
6091945,House,Private room,1,1,1,1,90
6092049,Other,Entire home/apt,2,1,0,1,258
6092596,Other,Entire home/apt,2,1,1,1,174
6103791,House,Private room,1,1,1,1,79
6107258,Other,Private room,6,1,1,3,209
6108439,House,Entire home/apt,6,1,2,4,245
6117147,Other,Entire home/apt,2,1,1,1,135
6119683,Apartment,Private room,2,1,1,1,199
6120540,House,Private room,2,0,1,2,49
6132191,Other,Entire home/apt,6,3,3,3,499
6145605,Apartment,Entire home/apt,3,1,0,2,150
6154096,Apartment,Entire home/apt,4,1,1,2,569
6156195,Apartment,Entire home/apt,4,1,1,2,249
6163821,House,Private room,2,1,1,1,146
6165516,House,Entire home/apt,5,2,2,3,299
6168622,Other,Entire home/apt,2,2,1,1,300
6181182,Apartment,Entire home/apt,3,1,1,2,229
6195258,House,Entire home/apt,3,1,2,2,250
6214853,Apartment,Entire home/apt,2,1,1,1,110
6238270,Apartment,Entire home/apt,6,2,3,3,350
6238514,Apartment,Entire home/apt,2,1,2,2,350
6245649,Apartment,Entire home/apt,2,1,1,1,98
6257770,Apartment,Entire home/apt,4,1,2,2,255
6261638,Apartment,Entire home/apt,6,2,2,2,173
6272183,Apartment,Entire home/apt,2,1,1,1,85
6272816,Apartment,Private room,2,1,1,1,125
6273036,House,Entire home/apt,2,1,1,0,160
6301675,Apartment,Entire home/apt,2,1,0,1,151
6324586,Apartment,Entire home/apt,4,1.5,2,3,299
6326133,Other,Entire home/apt,3,1,1,2,225
6329340,Other,Entire home/apt,6,1,3,3,3000
6329731,Other,Private room,2,1,1,1,999
6331695,Apartment,Entire home/apt,3,1,1,2,196
6335352,House,Entire home/apt,8,2.5,3,3,450
6336315,Other,Private room,2,1,1,1,240
6338562,House,Private room,1,1,1,1,200
6344096,House,Private room,1,1,1,1,99
6344500,Other,Entire home/apt,2,1,1,1,250
6348742,House,Entire home/apt,2,1,1,3,139
6360976,Apartment,Entire home/apt,6,1.5,2,4,200
6364873,Other,Entire home/apt,4,1,2,2,297
6365190,Apartment,Private room,4,1,1,4,89
6365956,House,Private room,3,1,1,2,129
6373849,Apartment,Entire home/apt,2,1,1,1,116
6374167,House,Private room,2,1,1,1,80
6376338,House,Entire home/apt,8,3,4,4,625
6378613,House,Entire home/apt,6,2,3,4,700
6387526,House,Entire home/apt,6,2.5,3,4,300
6402782,Other,Entire home/apt,4,1,2,2,185
6415052,Other,Entire home/apt,7,2,3,4,370
6423158,Apartment,Entire home/apt,3,1,0,2,139
6430646,House,Private room,2,1,1,1,120
6437010,Apartment,Private room,2,1.5,1,1,91
6448545,Apartment,Entire home/apt,6,2,3,3,300
6453006,House,Private room,2,1,1,1,135
6453774,Apartment,Entire home/apt,4,1,0,2,249
6464280,Other,Entire home/apt,5,2,3,3,250
6481492,Other,Entire home/apt,6,1,2,4,349
6494663,House,Private room,3,1,1,2,84
6495015,House,Entire home/apt,6,1,2,5,210
6505426,Other,Entire home/apt,4,1,1,2,200
6512986,House,Entire home/apt,4,1,2,2,250
6514826,Other,Entire home/apt,5,1,2,3,250
6518261,Apartment,Entire home/apt,6,1,2,3,149
6522477,House,Private room,2,1,1,1,300
6523507,Other,Entire home/apt,2,1,0,1,265
6526129,Apartment,Entire home/apt,1,1,0,1,129
6529234,Other,Entire home/apt,2,1,0,1,114
6543813,Apartment,Private room,2,1,1,1,134
6544530,Apartment,Entire home/apt,6,2.5,2,2,399
6557736,House,Private room,3,1,1,2,75
6560870,Apartment,Entire home/apt,2,1,1,1,135
6587558,Apartment,Private room,1,1,1,1,80
6591087,Other,Private room,1,1.5,1,1,375
6591405,Apartment,Entire home/apt,4,2.5,2,2,380
6600081,House,Private room,2,1,1,1,95
6601749,Apartment,Entire home/apt,4,1,1,2,74
6604564,Other,Entire home/apt,5,1,2,3,350
6604799,Other,Private room,2,1,1,1,160
6627450,Apartment,Entire home/apt,7,2.5,3,3,700
6628985,Other,Private room,2,1,1,1,109
6646641,Other,Entire home/apt,5,1.5,2,2,339
6648062,House,Private room,2,1,1,1,110
6653474,Other,Entire home/apt,2,1,1,1,138
6678252,House,Private room,2,1,1,1,100
6684182,House,Entire home/apt,8,1.5,3,4,295
6688004,House,Private room,2,1,1,1,105
6701045,Other,Entire home/apt,3,1,2,2,370
6705522,Apartment,Entire home/apt,10,2,4,6,270
6713990,Other,Entire home/apt,2,1,1,1,150
6715383,Apartment,Entire home/apt,2,1,1,2,105
6716133,Apartment,Entire home/apt,2,1,0,1,100
6727254,Apartment,Private room,2,1.5,1,1,105
6730473,Apartment,Entire home/apt,2,1,1,1,92
6732541,Apartment,Entire home/apt,2,1,0,1,199
6747672,Apartment,Entire home/apt,4,1,1,1,219
6748645,House,Entire home/apt,4,2,3,3,350
6749412,Apartment,Entire home/apt,6,1,1,3,300
6764924,House,Entire home/apt,5,2,3,3,375
6782479,House,Entire home/apt,2,1,1,1,270
6796392,House,Entire home/apt,3,1,2,2,199
6800168,Apartment,Entire home/apt,4,1,3,3,190
6822070,House,Entire home/apt,3,1,1,2,159
6822748,Apartment,Entire home/apt,2,1,1,1,285
6835462,Other,Entire home/apt,2,1,1,1,252
6836785,Apartment,Entire home/apt,3,1,0,2,178
6836928,Other,Entire home/apt,6,2.5,3,3,1000
6852309,Apartment,Entire home/apt,4,1,2,2,170
6864929,House,Entire home/apt,6,4,4,4,710
6870420,House,Entire home/apt,7,3,4,4,1000
6883183,Other,Entire home/apt,4,1,1,2,195
6884454,House,Private room,5,1,1,3,150
6885422,House,Entire home/apt,6,2,4,4,399
6887081,Other,Entire home/apt,4,1,2,2,350
6898334,Apartment,Entire home/apt,2,1,1,1,220
6911587,Apartment,Private room,1,1,1,1,100
6913294,House,Private room,2,1,1,1,90
6914642,Other,Entire home/apt,4,1,1,2,151
6915497,House,Entire home/apt,8,1.5,3,5,400
6922612,Other,Entire home/apt,2,1,1,1,128
6926901,House,Entire home/apt,4,2,2,2,300
6934867,House,Entire home/apt,6,1,3,3,219
6934874,House,Entire home/apt,4,1,2,2,157
6936417,House,Entire home/apt,1,1,2,2,265
6938818,House,Private room,4,1,1,2,70
6940354,House,Private room,1,1,1,1,99
6940448,House,Private room,1,1,1,1,80
6955678,Apartment,Private room,1,1.5,1,1,83
6957662,Apartment,Entire home/apt,3,1,1,2,225
6968158,Other,Private room,2,1,1,1,158
6970746,House,Private room,2,1,1,1,135
6973383,House,Private room,1,2,1,1,60
6973631,Apartment,Private room,2,1,1,1,217
6975064,Apartment,Entire home/apt,2,1,1,1,85
6985131,House,Entire home/apt,1,1,1,1,79
6993593,House,Private room,2,1.5,1,1,159
7004802,Apartment,Entire home/apt,4,1,2,2,245
7007759,House,Private room,4,1,1,2,219
7009654,House,Private room,2,1,1,1,69
7009791,House,Private room,2,2,1,1,125
7009809,House,Entire home/apt,6,2.5,3,3,190
7012313,House,Private room,2,1,1,1,93
7021571,House,Private room,2,1.5,1,1,59
7022309,Apartment,Private room,1,1.5,1,1,88
7026287,Other,Private room,2,1,1,1,125
7027139,Apartment,Private room,2,1,1,1,190
7028127,Apartment,Entire home/apt,6,1,4,0,250
7034114,Other,Private room,1,1.5,1,1,95
7035672,Other,Entire home/apt,2,1,0,1,179
7038488,House,Entire home/apt,7,2,3,4,240
7054235,House,Private room,2,1,1,1,99
7065061,House,Entire home/apt,6,1,2,6,200
7065694,House,Entire home/apt,4,1,2,2,350
7067087,Other,Shared room,4,0,1,4,38
7067681,Other,Shared room,4,10,1,4,38
7068804,House,Private room,1,1,1,1,53
7073115,House,Private room,2,1,1,1,99
7086626,House,Private room,1,1,1,1,79
7093018,Apartment,Private room,1,1,1,1,50
7111861,House,Entire home/apt,6,4.5,3,3,1000
7117778,House,Entire home/apt,6,1.5,1,2,130
7140740,House,Private room,3,1,1,2,129
7146663,Other,Entire home/apt,4,1,0,2,449
7151287,Other,Entire home/apt,6,1.5,3,4,300
7178670,Apartment,Private room,6,1,1,3,239
7180020,Other,Entire home/apt,3,1.5,1,1,269
7181279,Other,Entire home/apt,1,1,0,1,125
7182761,Apartment,Private room,2,1,1,1,130
7196412,House,Private room,2,1,1,1,130
7202063,Other,Entire home/apt,2,1,1,1,249
7204761,Other,Entire home/apt,5,1,3,3,320
7217193,Apartment,Entire home/apt,4,1,1,1,295
7220035,Apartment,Entire home/apt,2,1,1,1,140
7222704,Other,Entire home/apt,2,1,1,1,109
7226841,Apartment,Private room,3,1,1,1,116
7227605,Apartment,Entire home/apt,5,1.5,3,3,750
7227859,House,Private room,2,1,1,1,119
7227910,Other,Entire home/apt,6,4.5,5,5,975
7247351,Other,Entire home/apt,3,1,1,1,125
7259606,House,Private room,1,1,1,1,60
7275084,House,Private room,2,1,1,1,115
7281346,House,Entire home/apt,6,2,3,5,300
7290262,Other,Private room,1,1.5,1,1,95
7292878,House,Entire home/apt,2,1,1,1,155
7302136,Apartment,Entire home/apt,3,1,1,2,99
7309811,Other,Entire home/apt,3,1,1,1,280
7309852,Apartment,Entire home/apt,4,1,2,2,179
7323097,Other,Entire home/apt,3,1,2,2,120
7327920,Apartment,Entire home/apt,3,1,1,1,233
7329545,House,Private room,2,1,1,1,122
7329639,House,Private room,2,1,1,1,92
7329782,House,Private room,2,1,1,1,87
7329845,House,Private room,1,1,1,1,82
7331464,Other,Entire home/apt,5,1,2,3,250
7340055,Apartment,Private room,2,1,1,1,200
7341076,House,Private room,2,1,1,1,70
7342996,House,Private room,2,1,1,1,210
7343245,Other,Entire home/apt,8,2,4,4,800
7343277,Other,Shared room,4,0,1,4,38
7344289,Apartment,Entire home/apt,9,1,2,5,400
7345170,House,Private room,2,1,1,1,210
7345468,Other,Entire home/apt,2,1,0,2,220
7348398,House,Private room,2,1,1,1,125
7352798,House,Entire home/apt,4,2,2,2,298
7360699,House,Entire home/apt,4,1,2,2,140
7369364,House,Private room,2,1,1,1,92
7369846,House,Entire home/apt,5,1.5,2,2,166
7386838,Other,Entire home/apt,6,3,3,3,750
7393518,Other,Entire home/apt,4,1,1,1,189
7402986,House,Entire home/apt,5,2,3,3,275
7404181,Other,Entire home/apt,8,2,3,4,475
7421008,Apartment,Entire home/apt,6,1,2,2,170
7437925,Other,Private room,2,2,1,1,125
7459197,House,Private room,6,2.5,3,3,565
7459988,Other,Entire home/apt,4,1,2,3,193
7478631,Other,Entire home/apt,5,1,0,3,100
7483031,House,Entire home/apt,6,1,2,3,148
7493513,Apartment,Entire home/apt,4,1,1,3,218
7493861,Apartment,Entire home/apt,2,1,1,1,230
7499793,House,Private room,3,1,1,1,130
7514742,Other,Private room,4,1,1,2,114
7544803,House,Entire home/apt,6,1,3,3,400
7547105,Other,Entire home/apt,1,1,1,1,128
7548762,Apartment,Private room,2,1,1,1,110
7549488,Other,Entire home/apt,6,2.5,4,4,475
7558236,House,Entire home/apt,8,3.5,5,5,1025
7562249,Apartment,Entire home/apt,2,1,1,1,195
7564371,Apartment,Entire home/apt,4,1,2,2,300
7596529,House,Entire home/apt,6,2,3,3,595
7612118,House,Entire home/apt,2,1,1,1,262
7618503,Other,Entire home/apt,2,1,1,1,200
7618833,Apartment,Entire home/apt,3,1,2,2,159
7637145,Other,Shared room,1,1.5,1,1,37
7653150,Apartment,Entire home/apt,3,1,1,2,129
7663003,Other,Private room,2,1,1,1,120
7663186,House,Private room,2,1,1,1,145
7665362,Other,Entire home/apt,5,2.5,2,2,700
7666482,Apartment,Entire home/apt,5,2,2,2,145
7672772,House,Entire home/apt,14,2,7,7,1500
7676566,House,Entire home/apt,6,2,3,4,599
7680348,Apartment,Private room,1,1,1,1,199
7689528,Other,Private room,1,1,1,1,190
7695697,Other,Private room,2,1,1,1,65
7696468,Other,Private room,4,1,1,4,225
7697503,House,Private room,2,2,1,1,80
7699276,Apartment,Private room,6,1,2,4,175
7701360,House,Entire home/apt,10,3.5,3,7,995
7715542,Other,Entire home/apt,2,1,1,2,170
7715861,Other,Entire home/apt,6,2.5,2,3,1300
7718075,Apartment,Private room,2,2,1,1,110
7726184,Apartment,Entire home/apt,6,1.5,2,2,275
7729217,Other,Private room,3,1,1,2,170
7745558,House,Private room,2,1,1,1,74
7754018,Apartment,Entire home/apt,4,1,0,2,269
7760019,Apartment,Entire home/apt,4,1,2,3,229
7764531,Apartment,Entire home/apt,4,1,2,3,397
7785897,Other,Entire home/apt,4,1,1,3,95
7788844,Apartment,Entire home/apt,6,2,3,3,115
7805578,House,Entire home/apt,2,1,1,1,299
7808104,Other,Entire home/apt,4,1,2,3,220
7810254,Other,Entire home/apt,4,1.5,2,2,320
7823272,Apartment,Entire home/apt,4,1,1,3,145
7825894,Apartment,Entire home/apt,2,1,0,1,80
7841744,Other,Entire home/apt,2,2,1,1,265
7842771,House,Entire home/apt,6,2,3,3,217
7844031,Other,Entire home/apt,2,1.5,1,1,260
7853803,Apartment,Entire home/apt,3,1,2,2,450
7854509,Apartment,Entire home/apt,4,1,2,2,175
7856443,Apartment,Entire home/apt,7,2.5,3,6,400
7859448,Apartment,Private room,2,2.5,2,2,180
7867825,Other,Entire home/apt,3,1,1,3,50
7870535,Apartment,Entire home/apt,4,1,2,2,245
7873804,Apartment,Private room,2,1.5,1,1,400
7884875,House,Entire home/apt,4,2,2,2,350
7886634,Apartment,Entire home/apt,2,1,0,1,125
7896925,House,Entire home/apt,2,1,1,1,400
7897391,Other,Private room,4,1,0,2,180
7899085,Apartment,Entire home/apt,2,1,1,2,140
7901865,House,Entire home/apt,6,3,4,4,475
7902505,Other,Entire home/apt,2,1,0,1,150
7902889,Other,Shared room,1,1,1,1,90
7903768,Apartment,Private room,1,1,1,1,100
7914711,Apartment,Entire home/apt,2,1,1,1,120
7915270,Apartment,Entire home/apt,2,1,1,2,100
7922690,House,Private room,2,1,1,1,100
7930461,Other,Private room,2,1,1,1,109
7931074,Apartment,Entire home/apt,2,1,1,1,185
7933407,House,Entire home/apt,4,1,2,2,225
7933558,Apartment,Private room,2,1,1,1,49
7933807,House,Private room,6,2,2,4,200
7939511,House,Private room,3,1,1,2,95
7949624,House,Private room,2,1,1,1,139
7949668,House,Private room,2,1,1,1,139
7958214,Other,Private room,4,1,0,2,180
7958278,Other,Private room,4,1,0,2,180
7958316,Other,Private room,4,1,0,2,180
7958349,Other,Private room,4,1,0,2,180
7968598,Apartment,Entire home/apt,2,1,1,1,220
7968749,Apartment,Entire home/apt,4,1.5,2,2,600
7972067,Apartment,Entire home/apt,2,1,1,1,155
7982082,House,Entire home/apt,4,1,2,1,450
7985260,Apartment,Entire home/apt,2,1,1,2,120
7989636,Other,Private room,2,1,1,1,140
8005452,Apartment,Entire home/apt,6,1.5,2,3,295
8030646,House,Private room,2,2,1,1,99
8033268,Other,Private room,4,1,0,2,180
8033975,Other,Private room,4,1,0,2,180
8041262,Other,Entire home/apt,7,2,4,4,495
8048653,House,Private room,4,1,1,2,120
8049455,Apartment,Entire home/apt,1,1,1,1,175
8051735,Other,Entire home/apt,8,1,3,3,162
8053481,Other,Entire home/apt,6,3,3,4,275
8053887,Apartment,Entire home/apt,4,1,1,2,185
8055632,Other,Private room,4,1,1,2,120
8061617,Apartment,Entire home/apt,3,1,1,2,299
8066789,Apartment,Private room,2,2,1,1,3200
8068539,Apartment,Entire home/apt,6,2,3,3,269
8082364,Apartment,Entire home/apt,4,1,2,4,170
8084285,Other,Private room,4,1,0,2,190
8084290,Other,Private room,4,1,0,2,190
8085920,House,Private room,1,1,1,1,129
8089051,Other,Private room,4,1,0,2,250
8090484,Apartment,Entire home/apt,3,1,1,1,100
8101297,Apartment,Private room,2,1.5,1,1,149
8101619,House,Entire home/apt,6,2,3,4,250
8102262,House,Private room,1,1,1,1,60
8105804,Apartment,Entire home/apt,3,2,2,2,301
8105974,Apartment,Entire home/apt,2,2,2,2,358
8117174,House,Entire home/apt,4,1,2,3,299
8117667,House,Private room,2,1,1,1,139
8119395,House,Entire home/apt,16,4.5,6,12,2000
8152867,House,Private room,1,1,1,1,99
8155106,Other,Private room,2,1.5,1,1,175
8155586,House,Private room,10,3,4,7,410
8164773,Apartment,Entire home/apt,4,1,1,2,210
8167459,House,Private room,2,1,1,1,133
8172628,Apartment,Private room,2,1.5,1,1,140
8187584,Other,Entire home/apt,4,1,1,3,145
8192881,Other,Entire home/apt,2,1,1,0,150
8195090,Other,Entire home/apt,2,1,0,1,135
8195144,House,Private room,2,1,1,1,134
8202578,Apartment,Entire home/apt,4,1,0,2,249
8207665,House,Entire home/apt,4,1,2,2,204
8208052,Other,Entire home/apt,4,1,1,1,129
8209055,Apartment,Entire home/apt,2,1,0,1,150
8209591,Apartment,Private room,1,1,1,1,39
8221207,Other,Private room,2,1,1,1,140
8241198,House,Entire home/apt,4,2,2,2,350
8255072,House,Private room,2,1,1,1,100
8270952,Other,Entire home/apt,2,1,1,2,130
8272458,Apartment,Entire home/apt,2,1,1,1,259
8274904,House,Private room,2,1,1,1,120
8275596,House,Private room,2,1,1,1,104
8276309,Other,Private room,2,1,1,1,95
8277718,House,Private room,2,1,1,1,90
8287266,House,Private room,2,1,1,1,150
8290464,Other,Entire home/apt,2,1,1,1,185
8308630,House,Private room,3,1,1,2,89
8322874,Other,Entire home/apt,4,1,2,2,299
8328410,Apartment,Entire home/apt,3,1,0,1,149
8336042,Other,Entire home/apt,3,1,0,0,165
8336228,Other,Entire home/apt,5,2,2,2,250
8338986,Apartment,Entire home/apt,2,1,1,1,255
8351923,Other,Entire home/apt,2,1,0,1,99
8352275,Other,Private room,2,1,1,1,129
8355076,Apartment,Private room,2,1,1,1,130
8356380,Other,Private room,2,1,1,0,98
8382187,House,Entire home/apt,2,1,1,1,100
8411606,House,Private room,2,1,1,1,135
8418067,Other,Entire home/apt,4,2,2,2,293
8422161,Other,Entire home/apt,2,1,1,1,501
8438267,Apartment,Entire home/apt,4,1,2,2,195
8456859,Other,Entire home/apt,4,1,1,2,150
8459807,House,Private room,8,1,3,5,220
8461190,Apartment,Entire home/apt,4,1,2,3,155
8464365,Other,Private room,2,2,1,1,95
8472083,Other,Private room,2,1,1,1,170
8472666,Apartment,Entire home/apt,4,1,2,2,250
8472927,Apartment,Entire home/apt,3,1,1,2,144
8474183,Apartment,Entire home/apt,4,1,1,2,177
8474452,Other,Entire home/apt,2,1,1,1,109
8480722,Apartment,Entire home/apt,4,1,2,3,175
8482762,House,Private room,2,0,1,1,95
8487735,Apartment,Entire home/apt,2,1,0,1,115
8499631,Other,Entire home/apt,2,1,0,1,260
8500048,Apartment,Entire home/apt,2,1,1,3,159
8501670,Other,Entire home/apt,2,1,1,1,246
8520295,Apartment,Entire home/apt,2,1,0,1,129
8524982,Other,Private room,2,1,1,1,175
8542873,Apartment,Entire home/apt,3,1,1,1,138
8554141,Apartment,Private room,2,1,1,1,110
8556635,House,Entire home/apt,3,2,3,3,186
8564563,Apartment,Entire home/apt,4,1,2,3,220
8565105,Apartment,Private room,2,1,1,1,110
8565153,Other,Private room,2,1,1,1,110
8565299,House,Entire home/apt,4,2,2,2,950
8568826,House,Private room,2,1,1,1,95
8576907,House,Entire home/apt,8,3,4,5,599
8578964,Other,Entire home/apt,4,2,2,2,550
8584000,Apartment,Entire home/apt,4,1,1,2,250
8592609,Other,Entire home/apt,3,1,1,2,169
8595304,House,Private room,2,1,1,0,225
8597021,House,Private room,2,1,1,1,103
8612967,Apartment,Entire home/apt,8,2,3,4,499
8633201,Apartment,Entire home/apt,5,1,3,3,250
8646903,House,Entire home/apt,2,1,1,1,220
8653346,Other,Entire home/apt,2,1,1,1,200
8655125,House,Entire home/apt,9,4,4,6,360
8684508,Apartment,Private room,2,1,1,1,110
8685652,Apartment,Private room,2,1,1,1,110
8685716,Apartment,Private room,2,1,1,1,110
8685817,Apartment,Private room,2,1,1,1,110
8701367,Apartment,Entire home/apt,2,1,2,2,187
8717641,Apartment,Entire home/apt,2,1,1,1,185
8733261,House,Private room,2,1,1,1,69
8734202,Apartment,Entire home/apt,2,1,1,1,150
8735636,Apartment,Entire home/apt,4,1,2,2,550
8760949,Apartment,Entire home/apt,4,1,2,2,320
8762967,Other,Entire home/apt,2,1,1,1,160
8763366,Other,Shared room,1,2,1,1,55
8763407,Other,Shared room,1,2,1,1,55
8763529,Other,Shared room,1,2,1,1,55
8763620,Other,Shared room,1,2,1,1,33
8775500,House,Private room,2,1,1,1,150
8793569,House,Private room,2,1,1,1,120
8799100,House,Entire home/apt,6,1,3,4,435
8800012,Apartment,Private room,4,1,1,2,269
8817059,House,Entire home/apt,6,3.5,3,3,400
8859249,Other,Entire home/apt,3,1,1,1,150
8864274,House,Entire home/apt,9,5,6,9,1200
8869066,Other,Entire home/apt,2,1,1,1,190
8869806,Other,Entire home/apt,3,1,1,1,155
8881503,Apartment,Entire home/apt,4,1,1,2,166
8889145,Other,Private room,1,1,1,1,124
8904047,Apartment,Entire home/apt,2,1,1,1,155
8907289,Other,Private room,3,1,1,1,144
8925997,Apartment,Entire home/apt,6,2,2,3,310
8926024,Apartment,Entire home/apt,6,1,2,3,270
8941317,Other,Entire home/apt,4,3,3,3,429
8943055,Other,Private room,2,1,1,1,189
8955959,Other,Private room,2,1,1,1,165
8974563,House,Private room,2,1,1,1,90
8987674,House,Private room,2,1,1,1,186
8992582,Apartment,Private room,1,1,1,1,55
8993289,Other,Private room,4,1,0,2,180
8993307,Other,Private room,4,1,0,2,180
9010937,Apartment,Entire home/apt,6,2,2,2,251
9021715,House,Entire home/apt,4,1,2,5,299
9051149,Apartment,Private room,2,1,1,1,99
9061912,Apartment,Entire home/apt,2,1,1,2,202
9063798,Other,Private room,2,1,1,1,115
9067632,House,Private room,1,1,1,1,76
9075976,House,Entire home/apt,7,2,3,3,164
9108108,Apartment,Entire home/apt,6,1,3,4,350
9110032,House,Private room,2,1,1,1,100
9110654,House,Entire home/apt,6,2,4,4,495
9110718,House,Entire home/apt,12,3.5,4,8,350
9118962,House,Private room,2,1,1,1,100
9119210,House,Private room,2,1,1,1,100
9119249,Other,Private room,2,1,1,1,140
9127072,Apartment,Private room,1,1.5,1,1,55
9130888,Apartment,Entire home/apt,4,1,2,2,95
9150423,Other,Private room,1,1,1,1,109
9150562,House,Private room,1,1,1,1,50
9150693,Apartment,Private room,2,2,1,1,82
9156193,Other,Private room,4,1,0,2,180
9157940,Other,Private room,4,1,0,2,180
9172460,Other,Entire home/apt,2,1.5,2,1,355
9180885,Apartment,Entire home/apt,5,1,2,2,358
9186305,Apartment,Private room,1,1,1,1,80
9187534,House,Private room,8,2,2,4,250
9188845,Other,Private room,2,1,1,1,75
9196933,House,Private room,2,1,1,1,125
9197404,House,Private room,2,1,1,1,165
9201385,Apartment,Entire home/apt,2,1,0,1,200
9216997,Apartment,Entire home/apt,2,1,1,1,110
9231212,Apartment,Entire home/apt,2,1,0,1,110
9239118,Apartment,Entire home/apt,2,1,1,1,135
9256506,House,Private room,4,1,2,2,286
9258941,Apartment,Entire home/apt,8,2,4,4,275
9261548,Apartment,Entire home/apt,5,2,3,3,400
9275385,Other,Private room,2,1,1,1,144
9280940,Apartment,Entire home/apt,2,1,1,1,138
9295965,Other,Private room,2,1,1,2,154
9309449,House,Entire home/apt,10,2.5,4,4,995
9328077,Apartment,Entire home/apt,5,2,2,2,550
9346814,House,Private room,2,1,1,2,250
9347891,Other,Entire home/apt,3,1,1,1,135
9402993,Apartment,Entire home/apt,8,2,3,5,550
9416254,Other,Private room,4,1,1,2,100
9431997,Apartment,Private room,1,4,1,1,65
9433478,Apartment,Entire home/apt,4,1,2,2,175
9435665,House,Private room,2,1,1,1,105
9438353,House,Entire home/apt,2,1,1,1,115
9440164,Other,Entire home/apt,4,2,2,2,225
9449061,Apartment,Entire home/apt,6,1,3,4,225
9462355,Apartment,Entire home/apt,8,2,4,5,1150
9464763,Other,Entire home/apt,4,2,2,2,1500
9471413,Other,Entire home/apt,4,2,2,2,250
9471416,House,Private room,2,1,1,1,105
9476010,Other,Entire home/apt,8,2,3,3,650
9476849,Other,Private room,2,1,1,1,138
9477823,House,Private room,4,1,1,1,64
9488665,Apartment,Entire home/apt,7,2,4,4,750
9489347,Apartment,Entire home/apt,3,1,1,2,180
9491760,Apartment,Entire home/apt,4,2,2,2,185
9494726,Other,Private room,2,10,1,1,95
9495318,Other,Private room,2,0,1,1,95
9497588,Other,Private room,3,0,1,2,99
9504910,Apartment,Entire home/apt,3,1,1,1,195
9514196,Apartment,Entire home/apt,2,1,0,1,499
9525734,House,Private room,2,1,1,1,95
9525911,Apartment,Private room,1,1,1,1,120
9532943,Apartment,Private room,2,1,1,1,129
9563163,Apartment,Private room,1,1,1,1,80
9581934,House,Private room,2,1,1,2,65
9587361,Other,Entire home/apt,7,1,1,4,300
9590125,House,Private room,1,1,1,1,129
9593326,Apartment,Private room,1,1.5,1,1,80
9605720,Apartment,Entire home/apt,4,1.5,2,2,349
9608262,Other,Entire home/apt,4,1,2,2,168
9611854,Apartment,Entire home/apt,2,1,1,1,140
9650878,Other,Private room,2,1,1,1,125
9695480,Apartment,Entire home/apt,12,2,3,6,499
9716652,Apartment,Private room,2,0.5,1,1,85
9717679,Apartment,Private room,1,3,1,1,60
9730358,House,Private room,2,1,1,1,160
9735841,Apartment,Entire home/apt,5,1,1,3,110
