id,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_value,reviews_per_month
3532347,2,90,9,9,0
3534282,114,98,10,10,2
3534522,19,96,10,10,0
3549398,386,99,10,10,7
3563261,58,94,10,9,1
3565068,31,95,10,9,1
3571735,15,91,9,9,0
3585034,15,100,10,10,0
3591813,21,100,10,10,0
3594786,98,97,10,9,2
3611131,207,90,10,9,4
3613500,2,100,10,9,0
3629365,7,100,10,10,0
3630122,4,100,10,10,0
3655811,9,84,9,8,0
3656251,151,96,10,9,3
3664261,191,94,10,9,4
3664693,26,86,9,9,0
3672198,115,96,10,10,2
3689368,298,92,9,9,5
3697738,10,98,10,9,0
3712976,26,98,10,10,0
3716504,117,98,10,10,2
3718865,185,97,10,10,3
3719923,3,93,9,10,0
3720392,274,99,10,10,5
3721927,280,99,10,10,5
3727061,122,98,10,10,2
3743219,3,93,10,9,0
3757966,32,99,10,10,1
3759246,343,93,10,9,6
3759368,290,97,10,9,5
3761446,40,98,10,9,1
3767907,31,99,10,10,1
3769088,3,100,10,9,0
3775090,16,94,10,9,0
3780418,330,98,10,10,6
3791003,19,94,9,9,0
3792754,48,97,10,9,1
3793678,76,99,10,10,1
3793831,163,96,10,9,3
3808193,24,93,9,9,0
3811916,214,97,10,10,4
3812931,101,99,10,10,2
3832296,141,96,10,9,2
3844037,131,96,10,9,2
3852803,14,98,10,10,0
3861272,23,97,10,10,0
3862478,1,100,10,10,0
3870174,197,98,10,10,4
3877462,110,99,10,10,2
3883252,210,96,10,10,4
3889219,33,96,10,9,1
3890704,28,94,10,9,1
3896093,90,86,9,9,2
3924524,93,94,10,10,2
3946571,262,97,10,10,5
3962831,29,97,10,9,1
3994686,60,97,10,9,1
4013746,284,97,10,10,5
4014209,1,100,10,10,0
4015985,2,60,8,6,0
4022209,50,91,9,9,1
4022990,250,90,10,9,4
4023585,29,90,9,8,1
4026354,280,92,9,8,5
4033038,14,100,10,10,0
4037590,2,100,10,8,0
4045632,324,85,9,8,6
4052091,152,99,10,10,3
4058557,313,86,9,9,5
4061282,73,100,10,10,2
4068598,158,96,10,9,4
4069838,389,97,10,10,7
4069917,82,99,10,10,2
4075971,103,98,10,10,2
4093807,105,98,10,10,3
4093967,244,98,10,10,4
4097700,23,99,10,9,1
4104344,169,96,10,9,5
4105892,152,98,10,10,3
4105958,195,98,10,10,3
4106442,149,94,9,9,3
4111104,6,97,10,10,0
4120530,20,92,9,9,0
4121114,98,94,10,9,2
4121691,98,96,10,9,2
4122671,47,99,10,10,1
4135201,123,98,10,10,3
4145563,9,89,9,8,0
4157192,20,99,10,10,0
4157431,44,97,10,9,1
4163948,6,100,10,10,0
4175303,68,96,10,10,1
4183088,12,100,10,10,0
4184406,181,99,10,10,3
4191242,99,94,10,9,2
4194915,13,89,9,9,0
4195348,8,94,9,9,0
4199015,24,98,10,9,0
4215907,103,95,10,10,2
4227441,227,96,10,9,4
4242823,16,95,10,10,0
4243837,40,99,10,10,1
4250927,64,100,10,10,1
4251101,86,91,10,9,2
4252808,278,99,10,10,7
4257302,162,97,10,9,4
4259418,44,86,9,9,1
4262533,143,90,9,9,3
4263821,261,97,10,10,6
4269254,299,98,10,10,5
4277696,18,100,10,10,0
4286391,60,90,9,9,1
4287481,274,93,10,9,5
4305042,157,99,10,10,3
4317520,2,60,6,6,0
4319230,2,100,10,10,0
4321720,77,99,10,10,1
4330861,30,98,10,10,1
4343722,9,96,10,9,0
4358868,16,100,10,9,0
4359626,34,97,10,9,1
4365969,333,99,10,10,7
4372435,23,93,10,9,1
4387067,507,99,10,10,9
4402199,164,99,10,10,4
4416566,11,87,10,9,0
4417901,133,91,9,9,2
4422501,13,100,10,10,0
4429475,65,99,10,10,1
4429527,72,96,10,10,1
4430996,75,93,10,9,1
4439461,506,99,10,10,9
4445540,37,98,10,10,1
4462326,88,93,10,9,2
4463165,53,92,10,9,1
4463263,53,94,10,9,1
4464347,258,92,10,9,5
4470873,59,95,10,9,1
4471474,11,95,10,9,0
4476390,38,88,9,9,1
4480958,167,96,10,9,3
4483550,2,100,10,10,0
4493744,36,96,10,9,1
4500244,29,92,9,9,1
4510968,131,88,10,9,2
4517932,111,97,10,9,2
4518031,262,93,10,10,5
4519757,219,94,10,9,4
4519780,226,94,10,9,4
4525604,107,98,10,10,2
4526608,300,95,10,9,6
4527553,66,98,10,9,1
4532551,139,99,10,10,3
4533440,113,99,10,10,2
4533652,132,98,10,10,3
4549330,8,97,10,10,0
4549485,39,97,10,10,1
4550843,10,96,10,10,0
4554977,15,99,10,10,0
4558566,42,95,10,10,1
4558898,122,99,10,10,6
4566275,180,93,10,9,3
4571468,128,98,10,10,2
4575906,7,97,10,9,0
4597675,2,100,10,10,0
4603953,24,98,10,9,0
4607177,177,98,10,9,3
4607282,16,98,10,9,0
4614763,309,99,10,10,6
4616040,13,92,9,9,0
4616596,82,97,10,9,2
4617719,332,98,10,9,6
4621762,11,93,9,9,0
4624467,27,97,10,9,1
4638176,6,100,10,10,0
4638266,26,99,10,10,1
4639434,84,97,10,9,2
4650391,108,97,10,9,2
4654218,118,98,10,10,3
4654737,89,93,10,9,2
4663060,311,96,10,9,6
4663132,17,98,10,10,0
4668872,18,84,9,9,0
4670847,206,92,10,9,4
4678599,11,100,10,10,0
4695477,214,97,10,10,4
4701489,46,99,10,9,1
4710280,223,98,10,9,4
4718531,316,99,10,10,6
4718629,120,95,10,10,6
4718898,7,94,10,9,0
4719139,11,100,10,10,0
4720512,184,95,10,10,3
4748287,39,96,10,10,1
4760192,10,96,9,9,0
4774742,125,98,10,10,2
4782281,253,90,10,9,5
4794816,31,98,9,10,1
4807817,29,99,10,10,1
4825026,2,100,10,10,0
4825217,42,98,10,10,1
4832436,33,100,10,10,1
4833101,208,99,10,10,4
4838843,45,100,10,10,1
4841027,168,98,10,10,3
4855194,29,91,9,9,1
4855686,30,95,10,9,1
4856290,1,100,10,10,0
4863182,4,100,10,10,0
4867594,3,90,9,9,0
4873669,4,95,10,10,0
4875549,19,99,10,9,0
4880695,33,90,9,9,1
4880988,6,93,9,9,0
4882295,207,98,10,10,4
4887475,58,95,10,9,1
4887587,59,91,10,9,1
4888308,78,97,10,10,1
4890230,202,94,10,9,4
4892016,150,88,9,9,3
4896087,145,93,9,9,3
4897143,153,94,10,10,3
4897595,28,97,9,10,1
4902063,329,90,9,9,6
4902365,177,94,10,10,3
4902444,219,95,10,9,4
4902565,358,90,10,9,7
4902729,284,92,10,9,5
4902855,446,90,10,9,8
4902907,382,89,9,9,7
4907924,44,95,9,9,1
4909117,340,91,9,9,6
4936887,261,97,10,9,5
4948327,329,92,10,10,7
4948340,376,91,10,9,7
4949779,46,96,9,10,1
4956697,212,91,9,9,4
4957143,206,99,10,10,4
4959980,281,92,10,9,5
4962043,50,95,9,9,1
4965866,92,92,10,9,2
4968468,34,99,10,10,1
4987668,85,100,10,10,2
4993804,53,97,10,9,1
5004959,73,96,10,9,1
5007358,422,90,10,9,8
5013816,502,99,10,10,10
5019863,31,96,10,9,1
5027016,97,89,9,9,2
5031525,76,99,10,10,2
5039206,7,89,10,9,0
5039986,29,94,10,9,1
5045601,132,95,10,9,2
5086367,7,100,10,10,0
5094146,187,98,10,10,4
5117701,158,95,10,10,3
5126076,50,99,10,10,1
5144482,281,98,10,10,6
5151423,88,99,10,10,2
5154227,85,99,10,10,2
5154367,101,99,10,10,2
5162669,89,95,10,10,2
5172959,41,100,10,10,1
5173043,97,95,10,9,2
5174935,42,98,10,9,3
5194736,19,94,10,10,0
5196399,227,96,10,10,4
5202841,193,92,10,9,4
5212469,5,100,10,10,0
5217164,80,93,10,9,2
5222044,75,96,10,10,1
5229280,247,90,9,9,5
5242394,99,98,10,10,2
5251589,23,99,10,9,0
5253001,1,100,10,10,0
5253439,157,96,10,10,3
5272750,165,93,10,10,3
5299461,224,98,10,9,4
5299538,146,94,10,9,3
5309546,7,97,9,9,0
5318758,115,91,10,9,2
5319588,101,96,10,9,2
5320351,22,95,10,9,0
5325355,75,99,10,10,1
5327231,2,100,10,10,0
5376278,19,92,9,9,0
5394755,124,95,10,9,3
5405637,7,100,10,9,0
5406893,15,97,10,9,0
5413930,155,95,10,10,3
5433133,17,100,10,10,0
5468835,72,97,10,10,1
5480795,196,90,10,9,4
5500218,61,94,10,9,2
5505643,54,99,10,10,1
5536512,115,98,10,10,2
5537718,3,100,10,10,0
5547500,254,98,10,10,5
5548977,343,98,10,9,7
5550248,485,91,9,9,10
5557316,15,100,10,10,0
5558933,18,97,10,10,0
5559608,51,98,10,10,1
5572169,245,98,10,10,5
5577516,75,97,10,9,3
5581254,137,95,10,10,3
5589530,288,97,10,9,6
5591544,77,97,10,9,2
5592637,5,88,9,10,0
5592675,3,100,10,9,0
5615061,5,96,10,8,0
5616609,157,98,10,10,3
5617847,77,98,10,9,2
5631995,73,99,10,10,1
5632275,120,96,10,10,2
5632452,125,96,10,10,6
5632672,2,80,10,8,0
5643083,180,98,10,9,6
5657601,7,97,10,9,0
5666413,12,97,9,9,0
5696895,241,94,10,9,5
5749181,89,94,10,9,2
5749839,106,97,10,10,2
5785978,200,87,9,9,5
5788099,43,96,10,9,1
5804060,59,89,9,9,1
5821380,103,99,10,9,2
5849626,171,99,10,9,4
5852066,175,95,10,9,4
5853587,45,98,10,10,1
5858973,3,100,10,10,0
5861266,24,97,10,9,0
5863674,141,99,10,9,3
5882524,20,100,10,10,1
5884735,117,97,10,10,2
5891594,9,100,10,10,0
5904304,193,95,10,9,4
5904305,78,98,10,10,2
5905163,33,97,10,9,1
5905530,20,95,10,10,0
5918090,87,95,10,9,2
5918432,1,80,8,10,0
5919500,109,99,10,10,2
5932678,14,99,10,10,0
5933430,10,100,10,10,0
5944921,108,98,10,10,2
5944989,6,100,10,9,0
5945396,2,100,10,10,0
5945605,30,99,10,10,1
5945812,2,100,10,8,0
5955398,9,93,10,9,0
5960738,12,92,10,9,0
5970639,15,97,10,9,0
5978964,121,99,10,10,2
5980039,14,99,10,9,0
5990171,4,100,10,10,0
5998790,143,94,9,9,3
6006768,301,99,10,10,6
6007925,6,97,10,10,0
6015077,137,95,10,9,3
6020579,5,100,10,10,0
6042966,17,99,10,10,0
6045869,65,97,10,9,1
6072767,80,97,10,9,2
6074750,290,95,10,9,6
6080799,98,97,10,10,3
6090770,9,98,10,10,0
6091945,5,88,9,10,0
6092049,303,99,10,10,6
6092596,495,98,10,9,10
6103791,41,97,10,10,1
6107258,159,86,10,9,4
6108439,9,100,10,10,0
6117147,129,97,10,9,3
6119683,134,99,10,9,3
6120540,306,97,10,10,6
6132191,31,98,10,10,1
6145605,110,93,10,9,2
6154096,5,100,10,10,0
6156195,85,98,10,10,2
6163821,249,97,10,10,5
6165516,23,97,10,10,0
6168622,6,95,10,9,0
6181182,1,100,10,10,0
6195258,15,96,10,10,0
6214853,10,96,10,10,0
6238270,4,95,9,9,0
6238514,80,100,10,10,2
6245649,117,98,10,9,2
6257770,56,95,10,10,1
6261638,9,100,10,10,0
6272183,76,95,10,9,2
6272816,148,96,10,9,3
6273036,60,94,10,9,1
6301675,13,100,10,10,0
6324586,6,100,10,10,0
6326133,107,99,10,10,2
6329340,13,97,9,9,0
6329731,36,97,10,9,1
6331695,331,95,10,9,7
6335352,77,97,10,9,2
6336315,39,100,10,10,2
6338562,2,60,7,7,0
6344096,6,97,10,9,0
6344500,44,98,10,9,2
6348742,85,98,10,10,2
6360976,103,93,9,9,2
6364873,6,100,10,10,0
6365190,108,96,10,9,2
6365956,95,99,10,10,2
6373849,5,92,10,10,0
6374167,56,97,10,10,1
6376338,6,97,10,10,1
6378613,5,100,10,10,0
6387526,19,100,10,9,0
6402782,129,97,10,9,3
6415052,67,99,10,10,2
6423158,287,99,10,10,6
6430646,218,98,10,10,4
6437010,110,88,9,9,2
6448545,20,87,9,8,0
6453006,67,97,10,9,1
6453774,43,97,10,10,1
6464280,5,100,10,10,1
6481492,7,90,8,8,0
6494663,300,97,10,10,6
6495015,203,94,10,9,4
6505426,197,98,10,10,4
6512986,36,98,10,10,1
6514826,65,98,10,10,1
6518261,146,97,10,10,3
6522477,4,100,10,10,0
6523507,82,100,10,10,2
6526129,1,80,10,8,0
6529234,94,97,10,10,3
6543813,107,99,10,10,2
6544530,20,97,10,10,0
6557736,284,97,10,10,6
6560870,156,100,10,10,3
6587558,1,100,10,10,0
6591087,4,100,10,10,0
6591405,6,97,10,9,0
6600081,215,100,10,10,4
6601749,15,79,8,8,0
6604564,27,97,10,9,1
6604799,102,99,10,9,2
6627450,26,96,10,9,1
6628985,176,95,10,9,4
6646641,1,100,10,10,0
6648062,45,94,10,9,1
6653474,38,93,9,9,1
6678252,50,96,10,9,1
6684182,4,100,10,10,0
6688004,119,97,10,10,3
6701045,2,100,10,10,0
6705522,76,97,10,10,2
6713990,8,100,10,10,0
6715383,35,97,10,9,1
6716133,113,96,10,10,2
6727254,30,96,10,9,1
6730473,73,91,10,9,2
6732541,57,97,10,9,1
6747672,51,99,10,10,1
6748645,45,99,10,10,1
6749412,183,94,10,9,4
6764924,16,95,10,9,0
6782479,12,98,10,9,0
6796392,8,100,10,10,0
6800168,9,96,10,9,0
6822070,45,96,10,10,1
6822748,16,97,10,9,1
6835462,1,100,10,10,0
6836785,224,93,10,9,5
6836928,18,94,10,9,0
6852309,3,100,10,10,0
6864929,2,100,10,7,0
6870420,10,100,10,10,0
6883183,30,98,10,10,1
6884454,8,100,9,10,0
6885422,22,98,10,9,0
6887081,65,98,10,10,1
6898334,2,60,5,6,0
6911587,77,98,10,10,2
6913294,91,98,10,10,2
6914642,94,92,10,9,2
6915497,40,97,10,9,1
6922612,25,97,10,10,1
6926901,50,99,10,10,1
6934867,14,94,9,9,0
6934874,78,96,10,9,2
6936417,55,98,10,9,1
6938818,101,94,10,9,2
6940354,4,95,9,10,0
6940448,9,80,8,8,0
6955678,2,100,10,10,0
6957662,98,96,10,10,2
6968158,179,98,10,10,4
6970746,116,98,10,10,2
6973383,10,100,10,10,0
6973631,11,95,10,9,0
6975064,49,90,9,9,1
6985131,115,96,10,9,2
6993593,195,99,10,10,4
7004802,35,95,10,9,1
7007759,14,99,10,9,0
7009654,112,97,10,9,2
7009791,26,99,10,10,1
7009809,142,99,10,10,3
7012313,12,97,9,9,0
7021571,16,91,9,9,0
7022309,127,100,10,10,3
7026287,279,99,10,10,6
7027139,30,98,10,10,1
7028127,67,98,10,10,2
7034114,50,100,10,10,1
7035672,96,99,10,10,2
7038488,8,95,9,10,0
7054235,91,93,10,9,2
7065061,6,100,10,10,0
7065694,17,98,10,10,0
7067087,122,93,10,10,3
7067681,191,95,10,10,4
7068804,168,99,10,10,4
7073115,217,99,10,10,5
7086626,162,99,10,10,3
7093018,2,100,10,10,0
7111861,5,100,10,10,0
7117778,51,88,9,9,1
7140740,2,100,10,10,0
7146663,2,90,10,10,0
7151287,9,93,10,9,0
7178670,280,97,10,9,6
7180020,196,100,10,10,4
7181279,169,91,9,9,4
7182761,171,99,10,10,4
7196412,87,94,10,9,2
7202063,31,97,10,10,1
7204761,17,99,10,10,0
7217193,139,98,10,10,3
7220035,90,91,10,9,2
7222704,271,96,10,10,6
7226841,172,95,10,9,4
7227605,25,97,9,9,1
7227859,155,95,10,9,3
7227910,18,99,10,10,0
7247351,150,97,10,9,4
7259606,50,91,9,9,1
7275084,159,99,10,10,4
7281346,42,94,10,9,1
7290262,203,98,10,10,4
7292878,85,96,10,10,2
7302136,12,100,10,10,0
7309811,8,98,10,10,0
7309852,118,97,10,9,3
7323097,3,60,9,5,0
7327920,258,100,10,10,6
7329545,148,97,10,10,3
7329639,153,94,10,9,3
7329782,165,96,10,9,4
7329845,143,96,10,9,3
7331464,145,97,10,9,5
7340055,8,95,10,10,0
7341076,86,93,10,9,2
7342996,42,100,10,10,1
7343245,81,97,10,10,2
7343277,104,97,10,10,2
7344289,178,96,10,9,4
7345170,36,100,10,10,1
7345468,23,98,10,10,1
7348398,238,99,10,10,5
7352798,17,95,10,9,0
7360699,85,96,10,9,2
7369364,144,96,10,9,3
7369846,102,94,10,9,2
7386838,53,96,10,9,1
7393518,11,85,9,9,0
7402986,13,89,9,9,0
7404181,61,96,10,9,1
7421008,126,93,10,9,3
7437925,149,97,10,9,3
7459197,3,100,10,10,3
7459988,7,100,10,10,0
7478631,319,96,10,9,7
7483031,180,98,10,10,4
7493513,2,100,9,9,0
7493861,7,97,10,9,0
7499793,5,100,10,10,0
7514742,212,98,10,10,5
7544803,12,100,10,10,0
7547105,144,98,10,10,3
7548762,86,89,9,9,2
7549488,33,98,10,10,1
7558236,66,98,10,9,1
7562249,65,97,10,10,1
7564371,18,99,10,10,0
7596529,40,98,10,10,1
7612118,40,99,10,10,3
7618503,8,93,10,9,0
7618833,9,100,10,10,0
7637145,37,89,9,9,1
7653150,5,96,9,10,0
7663003,181,95,10,10,4
7663186,2,100,10,10,0
7665362,20,99,10,10,1
7666482,4,67,9,7,0
7672772,2,80,10,8,0
7676566,24,99,10,9,1
7680348,36,99,10,10,1
7689528,41,99,10,10,1
7695697,10,100,10,10,0
7696468,6,93,9,9,0
7697503,83,98,10,10,2
7699276,3,100,10,10,0
7701360,34,100,10,10,1
7715542,276,94,10,9,6
7715861,2,100,10,9,0
7718075,8,98,10,10,0
7726184,16,95,10,9,0
7729217,205,98,10,9,4
7745558,39,90,10,9,1
7754018,12,98,10,10,0
7760019,41,96,10,10,1
7764531,14,100,10,9,0
7785897,29,97,10,10,6
7788844,218,94,10,9,5
7805578,6,100,10,10,0
7808104,22,99,10,10,1
7810254,9,100,10,10,0
7823272,118,97,10,10,3
7825894,91,96,10,9,2
7841744,100,95,10,9,2
7842771,10,88,9,9,0
7844031,78,98,10,10,2
7853803,5,92,10,8,0
7854509,28,96,10,9,1
7856443,56,99,10,10,2
7859448,2,100,10,10,0
7867825,24,83,8,9,1
7870535,17,93,10,9,0
7873804,43,94,10,9,1
7884875,30,98,10,9,1
7886634,116,94,10,9,3
7896925,8,100,10,10,0
7897391,17,96,10,10,0
7899085,30,100,10,10,1
7901865,3,93,10,10,0
7902505,111,94,10,9,2
7902889,147,96,10,10,3
7903768,2,80,9,8,0
7914711,2,100,10,10,0
7915270,2,80,9,9,0
7922690,234,97,10,9,5
7930461,175,96,10,10,4
7931074,38,99,10,10,1
7933407,66,96,10,10,1
7933558,105,97,10,10,2
7933807,106,97,10,10,3
7939511,107,98,10,10,2
7949624,277,95,10,9,6
7949668,256,96,10,9,6
7958214,12,93,10,10,0
7958278,7,97,10,9,0
7958316,6,93,10,10,0
7958349,9,98,10,10,0
7968598,7,97,9,9,0
7968749,41,100,10,10,2
7972067,140,94,10,9,3
7982082,38,98,10,10,1
7985260,2,60,8,5,0
7989636,291,98,10,10,6
8005452,45,97,10,9,1
8030646,236,98,10,9,5
8033268,5,96,10,10,0
8033975,2,100,10,10,0
8041262,9,100,10,10,0
8048653,157,97,10,10,3
8049455,119,97,10,10,3
8051735,22,91,9,9,0
8053481,32,98,10,9,1
8053887,177,98,10,10,4
8055632,168,96,10,10,4
8061617,1,100,10,10,0
8066789,2,100,10,10,0
8068539,6,88,9,8,0
8082364,57,98,10,10,1
8084285,8,98,10,10,0
8084290,1,100,10,10,0
8085920,10,100,10,10,0
8089051,6,100,10,10,0
8090484,7,93,9,9,0
8101297,269,96,10,10,6
8101619,33,93,9,9,1
8102262,124,97,10,10,3
8105804,4,100,10,10,0
8105974,36,99,10,10,1
8117174,21,97,10,9,0
8117667,83,98,10,10,2
8119395,18,100,10,9,1
8152867,88,93,9,9,2
8155106,111,99,10,10,2
8155586,88,98,10,10,2
8164773,20,96,10,10,0
8167459,277,98,10,10,6
8172628,50,98,10,10,1
8187584,317,96,10,10,7
8192881,230,96,10,9,5
8195090,228,98,10,10,6
8195144,182,92,10,9,4
8202578,20,100,10,10,0
8207665,109,94,10,9,3
8208052,7,100,10,9,0
8209055,47,98,10,10,1
8209591,5,92,9,9,0
8221207,114,94,10,9,3
8241198,17,88,9,9,1
8255072,105,96,10,10,2
8270952,18,99,10,10,0
8272458,189,97,10,9,5
8274904,90,99,10,10,2
8275596,192,98,10,10,4
8276309,153,97,10,9,3
8277718,137,95,9,9,3
8287266,220,98,10,10,5
8290464,60,99,10,10,1
8308630,121,95,10,9,3
8322874,65,99,10,10,1
8328410,112,89,10,9,3
8336042,124,98,10,10,3
8336228,93,96,10,9,3
8338986,5,84,9,9,0
8351923,284,99,10,10,6
8352275,397,99,10,10,9
8355076,6,97,10,10,0
8356380,416,99,10,10,10
8382187,180,91,10,9,4
8411606,171,99,10,10,4
8418067,2,100,9,9,0
8422161,2,100,10,6,0
8438267,51,96,10,10,1
8456859,98,93,10,9,2
8459807,13,87,9,9,0
8461190,26,99,10,10,1
8464365,16,100,10,10,2
8472083,126,100,10,10,3
8472666,30,92,10,9,1
8472927,68,98,10,10,2
8474183,144,97,10,9,4
8474452,156,98,10,10,4
8480722,72,98,10,10,2
8482762,1,100,10,10,0
8487735,142,95,10,9,3
8499631,118,99,10,10,3
8500048,102,96,10,9,2
8501670,3,93,9,10,0
8520295,76,99,10,10,2
8524982,221,99,10,10,5
8542873,24,92,10,9,1
8554141,80,92,9,9,2
8556635,6,80,8,8,0
8564563,38,97,10,9,1
8565105,87,87,10,9,2
8565153,81,89,10,9,2
8565299,26,99,10,10,1
8568826,34,98,10,9,1
8576907,17,99,10,10,0
8578964,2,100,10,9,0
8584000,150,98,10,9,3
8592609,17,99,10,10,0
8595304,6,96,10,10,0
8597021,30,99,10,9,1
8612967,28,96,10,9,1
8633201,5,100,10,10,0
8646903,27,99,10,9,1
8653346,23,98,10,10,1
8655125,12,97,10,10,0
8684508,71,90,10,10,2
8685652,62,88,10,9,1
8685716,95,90,10,9,2
8685817,40,90,10,9,1
8701367,21,99,10,9,1
8717641,168,99,10,10,4
8733261,3,93,10,10,3
8734202,37,93,10,9,1
8735636,5,92,8,9,0
8760949,16,95,10,9,0
8762967,119,97,10,10,3
8763366,185,96,10,10,4
8763407,198,95,10,9,4
8763529,184,95,10,9,4
8763620,107,96,10,9,2
8775500,16,99,10,10,1
8793569,76,95,10,10,2
8799100,20,99,10,10,0
8800012,13,100,10,10,0
8817059,6,100,10,10,0
8859249,223,98,10,10,5
8864274,19,99,10,10,0
8869066,93,93,10,9,2
8869806,47,100,10,10,1
8881503,4,100,10,10,0
8889145,49,99,10,10,1
8904047,218,95,10,9,5
8907289,250,98,10,9,6
8925997,1,20,4,2,0
8926024,4,90,10,9,0
8941317,72,98,10,10,2
8943055,79,97,10,10,2
8955959,131,91,10,9,3
8974563,48,98,10,10,3
8987674,46,100,10,10,1
8992582,84,93,10,9,2
8993289,2,100,10,10,0
8993307,4,90,10,10,0
9010937,43,97,10,10,1
9021715,52,89,9,9,1
9051149,470,98,10,10,11
9061912,3,100,10,10,0
9063798,109,94,10,9,3
9067632,158,99,10,10,4
9075976,34,95,10,10,1
9108108,24,98,10,10,1
9110032,200,95,10,10,5
9110654,2,100,10,10,0
9110718,54,96,10,9,1
9118962,85,95,10,9,2
9119210,155,95,10,9,4
9119249,101,97,10,10,3
9127072,3,100,10,10,0
9130888,77,97,10,9,2
9150423,13,100,10,10,0
9150562,3,93,10,8,0
9150693,84,86,9,8,2
9156193,2,100,10,10,0
9157940,1,100,10,10,0
9172460,32,96,10,9,1
9180885,82,97,10,9,2
9186305,63,99,10,10,1
9187534,120,99,10,10,3
9188845,251,96,10,10,6
9196933,177,100,10,10,4
9197404,74,99,10,10,2
9201385,20,100,10,10,1
9216997,16,100,10,10,0
9231212,4,95,10,10,0
9239118,11,96,10,9,0
9256506,68,100,10,10,2
9258941,86,97,10,9,2
9261548,16,99,10,10,0
9275385,7,93,10,10,0
9280940,1,100,10,10,0
9295965,93,95,10,9,3
9309449,7,100,10,10,1
9328077,42,99,10,10,1
9346814,30,99,10,9,1
9347891,191,100,10,10,4
9402993,15,100,10,10,0
9416254,82,97,10,10,4
9431997,13,95,10,9,0
9433478,3,100,10,9,0
9435665,324,97,10,9,8
9438353,39,97,10,10,1
9440164,1,100,10,10,0
9449061,10,100,10,10,0
9462355,9,97,10,8,0
9464763,38,100,10,10,1
9471413,20,100,10,10,1
9471416,202,98,10,9,5
9476010,22,95,10,10,1
9476849,12,98,10,10,0
9477823,135,97,10,10,3
9488665,59,99,10,10,1
9489347,82,97,10,10,2
9491760,15,97,10,10,0
9494726,64,94,10,9,1
9495318,55,95,10,9,1
9497588,80,95,10,9,2
9504910,49,94,9,9,1
9514196,5,100,10,10,0
9525734,93,97,10,9,2
9525911,57,100,10,10,1
9532943,300,93,9,9,7
9563163,90,95,10,9,2
9581934,69,98,10,10,2
9587361,176,95,10,9,6
9590125,110,94,10,9,3
9593326,14,99,9,10,1
9605720,126,94,9,9,3
9608262,26,95,9,9,1
9611854,36,100,10,10,1
9650878,189,95,10,10,5
9695480,181,97,10,9,4
9716652,65,88,9,9,2
9717679,7,97,10,10,0
9730358,143,98,10,10,3
9735841,81,99,10,10,2
9752333,361,99,10,10,9
9760014,8,90,10,9,0
9779327,3,100,10,10,0
9837993,74,99,10,10,2
9841955,4,100,10,10,0
9844630,1,100,10,10,0
9882522,89,96,10,9,2
9882716,211,98,10,10,5
9903046,63,99,10,10,2
9905940,44,96,10,9,1
9909627,83,97,10,9,2
9910056,157,94,10,10,4
9922088,71,92,10,9,5
9925099,6,100,10,10,0
9926871,48,98,10,10,1
9937836,2,100,10,10,0
9945149,66,93,10,10,2
9949873,12,98,10,10,0
9971053,28,93,10,9,1
9972077,51,100,10,10,1
9974744,30,97,10,10,1
9990865,55,97,10,10,1
9995426,51,99,10,10,1
9998508,42,97,10,10,1
9998879,39,96,10,9,1
10000073,246,96,10,9,6
10000431,2,100,10,10,0
10023104,31,96,10,9,1
10023678,5,92,10,10,0
10035487,209,97,10,9,5
10040637,60,98,10,10,1
10043166,13,97,10,9,0
10058059,36,97,10,9,1
10058134,71,98,10,10,2
10058568,23,100,10,10,1
10067187,53,98,10,10,1
10071349,10,96,10,9,0
10071808,9,91,9,9,0
10071932,2,100,10,9,0
10088395,149,98,10,10,4
10089183,103,98,10,10,3
10099733,65,95,9,9,2
10103881,17,100,10,10,0
10105531,19,92,10,9,1
10105584,9,93,10,10,0
10126146,5,96,10,9,0
10126716,43,98,10,9,1
10127523,8,80,9,10,0
10156101,38,97,10,10,1
10164802,14,96,10,9,1
10193457,85,93,10,10,2
10199931,22,99,10,9,1
10235526,58,99,10,10,1
10273567,151,99,10,10,4
10282326,1,100,10,10,0
10282371,3,87,9,9,0
10283094,5,100,10,10,0
10297903,15,99,10,10,0
10315192,3,100,9,9,0
10321776,270,97,10,10,7
10333567,93,99,10,10,3
10347570,167,99,10,10,4
10369307,42,96,10,10,1
10379560,143,97,10,10,4
10379822,11,100,10,9,0
10385321,236,98,10,10,6
10385906,4,100,10,10,0
10389781,7,97,10,9,0
10391569,33,98,10,9,1
10393552,125,98,10,9,3
10406646,52,92,10,9,1
10409218,7,94,10,10,0
10410858,34,100,10,10,1
10418322,149,99,10,10,4
10427768,123,98,10,10,3
10437411,273,100,10,10,7
10454172,8,100,10,10,0
10454632,7,100,10,10,0
10455995,96,98,10,10,2
10458279,4,100,10,9,0
10469182,303,98,10,10,8
10474512,72,97,10,10,2
10477007,9,93,10,9,0
10494263,78,97,10,9,3
10500754,65,96,10,10,2
10502323,36,98,10,10,1
10516121,7,94,9,9,1
10517693,235,97,10,10,6
10523811,49,99,10,10,2
10524804,118,97,10,10,3
10528294,74,99,10,10,2
10545518,16,100,10,10,1
10550345,10,88,9,9,1
10564295,57,92,10,9,1
10572287,45,98,10,10,1
10574350,94,96,10,9,2
10576099,7,100,10,10,0
10577391,15,100,10,9,0
10578137,24,100,10,10,1
