id,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_value,reviews_per_month
10592126,40,100,10,10,1
10592499,35,98,10,9,1
10594703,141,99,10,10,4
10603148,110,98,10,9,3
10608275,10,100,10,9,0
10632584,56,99,10,9,2
10638522,15,96,10,10,0
10648093,61,99,10,10,2
10651193,7,97,9,9,0
10660892,42,95,10,9,1
10661953,110,97,10,9,4
10676501,57,95,10,9,1
10681956,59,99,10,9,1
10684058,35,99,10,10,1
10686929,17,98,10,10,0
10706423,7,89,9,9,0
10729994,72,95,9,9,2
10747219,72,97,10,9,2
10749747,7,100,10,10,2
10752189,2,100,10,10,0
10765781,3,87,9,10,1
10767861,189,99,10,10,5
10769424,133,91,10,10,4
10784554,6,100,10,9,1
10787034,76,89,10,9,2
10787814,5,100,10,9,0
10788469,50,97,10,10,1
10789339,75,98,10,9,2
10792245,1,100,10,10,0
10805884,5,100,10,10,0
10806778,8,85,9,9,0
10808224,20,100,10,10,1
10810544,6,97,10,10,0
10812630,140,89,8,8,3
10813277,97,97,10,10,3
10814122,17,100,10,10,1
10823468,8,97,10,9,0
10828944,26,94,10,9,1
10829828,23,99,10,10,1
10830317,5,100,10,9,0
10832099,34,96,10,9,1
10832295,9,100,10,10,0
10835637,196,97,10,10,5
10839800,246,94,10,9,6
10840593,154,94,10,9,4
10859050,127,97,10,10,3
10862065,73,96,10,9,2
10864914,2,100,10,10,0
10883329,25,87,9,9,1
10886231,63,98,10,10,2
10889831,74,99,10,10,2
10897864,46,96,10,10,1
10905721,116,94,10,9,3
10925833,11,98,10,9,0
10926639,168,93,9,9,4
10929061,50,99,10,10,1
10930490,128,97,10,10,3
10941493,92,87,9,9,2
10943827,203,96,10,10,5
10956845,2,90,9,10,0
10963158,6,90,9,9,0
10963865,5,96,10,10,0
10968239,84,96,10,9,2
10971773,16,99,10,10,0
10981310,47,99,10,10,1
10989099,125,98,10,10,3
10990428,50,98,10,10,1
10992778,37,99,10,9,1
10998662,10,100,10,10,0
11007272,6,100,10,9,0
11013337,97,97,10,10,2
11023703,126,95,10,10,3
11037546,13,98,10,10,0
11043803,6,97,10,9,0
11048759,72,97,10,9,2
11075529,75,99,10,10,2
11100497,4,100,9,10,0
11100926,54,96,10,10,2
11104122,131,100,10,9,3
11115880,41,99,10,10,1
11122531,242,97,9,9,6
11152754,10,100,10,10,0
11163298,64,100,10,10,2
11163409,2,100,10,10,0
11169030,36,98,10,9,1
11181016,21,97,10,10,1
11183089,59,96,10,10,2
11185685,4,75,9,7,0
11190379,41,99,10,10,1
11191951,235,100,10,10,6
11225011,143,97,10,9,4
11228828,7,100,10,10,0
11238527,16,90,10,9,0
11241173,137,98,10,10,4
11241509,23,95,10,9,1
11241783,15,89,9,8,0
11242044,12,97,10,10,0
11242172,83,86,9,9,2
11259062,166,99,10,9,5
11277106,9,82,9,8,0
11297447,118,96,10,9,3
11301106,1,100,10,8,0
11305302,2,50,3,4,0
11315222,12,100,10,10,0
11337681,1,100,10,8,0
11338538,33,95,10,9,1
11345707,110,100,10,10,3
11352921,31,99,10,10,1
11359996,52,92,9,9,1
11377740,2,100,10,10,0
11418638,98,99,10,10,3
11421711,81,98,10,10,2
11434490,71,97,10,10,2
11435584,11,100,10,9,0
11437138,157,98,10,10,6
11437331,146,99,10,10,6
11437442,154,97,10,9,6
11437509,139,97,10,9,5
11439120,3,87,9,10,0
11439405,4,67,6,7,0
11439599,2,80,10,9,0
11442093,11,80,8,8,0
11442567,95,95,10,9,4
11446614,8,95,10,9,0
11461771,11,78,7,8,0
11464408,98,93,10,9,3
11474754,38,99,10,10,2
11493791,5,88,8,9,0
11531859,124,97,10,10,3
11556239,72,94,10,10,2
11563014,78,91,9,9,2
11571063,104,93,10,10,3
11584043,40,97,10,9,1
11591266,14,100,10,10,0
11605954,41,98,10,10,1
11610642,12,100,10,10,0
11620002,107,97,10,10,3
11636621,21,91,9,8,2
11659435,80,93,9,9,2
11674092,26,89,9,8,1
11674758,166,96,10,9,5
11701569,9,100,10,9,0
11713614,69,99,10,10,3
11719688,132,88,9,8,3
11719740,2,100,10,10,2
11741776,6,92,9,9,0
11752686,27,97,10,10,1
11760120,6,100,10,9,0
11775422,105,97,10,10,3
11775546,63,96,10,9,2
11795676,12,98,10,9,0
11798814,7,97,10,9,0
11801932,71,94,10,9,2
11834467,111,96,10,9,3
11845487,114,91,9,9,3
11851112,1,100,8,8,0
11868448,52,99,10,9,1
11886255,2,70,10,8,0
11888682,39,100,10,10,1
11910999,178,88,9,9,6
11911651,21,97,10,9,1
11912034,26,98,10,10,1
11923264,21,86,10,9,1
11924237,64,99,10,10,2
11939561,151,98,10,10,4
11942275,3,100,10,9,0
11947349,63,99,10,10,2
11948102,8,98,10,9,0
11949198,73,98,10,9,2
11998353,42,99,10,10,1
12004930,1,100,10,10,0
12008385,88,96,10,10,2
12025717,197,94,10,9,5
12026845,228,97,10,10,7
12037978,129,96,10,9,4
12041223,195,97,10,9,6
12041358,9,93,10,8,0
12041533,16,100,10,10,0
12057024,11,100,10,10,0
12069391,16,99,10,9,0
12088624,7,83,9,9,0
12089415,29,98,10,9,1
12110830,74,91,10,9,2
12111841,44,86,9,9,1
12111957,58,90,10,9,2
12115392,184,89,10,9,5
12116877,41,89,9,9,1
12126766,1,100,10,10,0
12137566,2,100,10,10,0
12151600,101,87,9,9,3
12155285,15,96,10,9,0
12156553,5,88,9,8,0
12172311,181,97,10,10,5
12175415,113,99,10,10,3
12176844,69,100,10,10,2
12207073,25,94,10,10,1
12212013,204,99,10,10,5
12212126,78,85,9,9,2
12231904,4,95,10,9,0
12270048,107,97,10,10,3
12270642,67,94,10,9,2
12288524,90,94,10,9,2
12291658,2,100,10,10,0
12295920,27,100,10,10,1
12310120,110,90,9,9,3
12328003,130,98,10,10,4
12346372,4,100,10,10,0
12361563,36,99,10,10,1
12362408,78,99,10,10,2
12368621,110,92,10,9,3
12382688,59,95,10,9,2
12410151,36,95,9,9,1
12429503,15,100,10,10,1
12432020,3,93,9,9,0
12463556,3,100,9,10,0
12510982,78,89,9,9,2
12511163,298,98,10,10,8
12511225,110,90,9,9,3
12515810,120,94,10,9,3
12562572,199,100,10,10,5
12575461,91,95,10,9,3
12582732,85,100,10,10,2
12590446,156,96,10,10,4
12607119,59,99,10,9,2
12614397,8,100,10,9,0
12657607,134,88,9,9,4
12657863,70,90,10,9,5
12677241,1,100,10,10,0
12679234,126,97,10,10,4
12725886,219,98,10,9,6
12741695,301,99,10,10,9
12779748,80,91,9,9,2
12780009,102,94,10,10,3
12794288,15,99,10,10,0
12797906,143,96,10,9,4
12814571,3,100,10,9,0
12815012,41,100,10,10,1
12831488,7,100,10,10,0
12832173,9,98,10,10,0
12835527,240,99,10,10,7
12852960,5,100,10,10,0
12853235,14,97,10,9,0
12853799,95,93,10,9,3
12857011,94,96,10,9,3
12857087,106,93,10,9,3
12857179,80,95,10,9,2
12857222,115,96,10,10,3
12866962,2,70,6,6,0
12870849,34,99,10,10,1
12905538,114,95,10,10,5
12910183,3,100,10,9,0
12913802,7,100,10,10,0
12922728,15,96,10,10,0
12930338,177,99,10,10,5
12953897,19,99,10,10,1
12954602,88,98,10,9,2
12956380,12,100,10,10,0
12964066,60,96,10,9,2
12981814,131,96,10,10,4
12987777,41,97,10,9,1
12994980,10,100,10,10,0
12999869,162,99,10,10,4
13016330,94,81,9,9,3
13021294,48,96,10,9,1
13021568,174,99,10,10,5
13022232,172,99,10,10,5
13022499,147,99,10,10,4
13031597,4,100,10,10,0
13046853,18,99,10,10,1
13061396,3,100,10,10,0
13066842,55,98,10,9,2
13082310,6,96,10,10,0
13083682,33,100,10,10,3
13084734,108,91,10,9,3
13095952,93,91,10,9,3
13112761,11,100,10,10,0
13120626,2,90,10,10,0
13127954,241,99,10,9,7
13128357,259,98,10,10,7
13148133,24,98,10,10,1
13149975,51,100,10,10,1
13155451,101,97,10,10,3
13169268,120,92,10,10,3
13171740,2,90,7,7,0
13175533,157,98,10,10,4
13186688,7,100,10,9,0
13201652,21,92,10,9,1
13204198,2,70,10,9,0
13219968,9,100,10,10,0
13220623,242,99,10,10,7
13239272,14,100,10,10,0
13264163,21,96,10,10,1
13264364,69,98,10,10,2
13275688,11,96,10,10,0
13276083,1,80,10,8,0
13280672,40,99,10,10,1
13284332,62,98,10,10,2
13284618,84,98,10,9,3
13293285,226,96,10,9,6
13299858,59,100,10,10,2
13313452,5,100,10,10,0
13315189,20,97,10,10,1
13318584,196,99,10,10,5
13327441,57,94,10,9,2
13332858,50,96,10,9,1
13333814,8,80,9,8,0
13346701,27,97,10,10,1
13349338,2,90,10,10,0
13357698,4,100,10,9,0
13362637,47,94,10,9,1
13393846,36,98,10,10,1
13427895,61,92,10,9,2
13430730,16,100,10,10,0
13443665,55,100,10,10,2
13464987,164,94,10,9,5
13465756,5,90,10,9,0
13479950,9,100,10,10,0
13497122,88,99,10,10,2
13516275,46,95,10,9,1
13530616,1,60,8,6,0
13548606,53,94,10,9,2
13549311,68,93,10,9,2
13557637,9,93,9,9,0
13563865,5,88,9,9,0
13574259,5,96,10,9,0
13578021,86,93,10,9,2
13579169,11,95,10,9,0
13582817,9,100,10,10,0
13585679,121,98,10,10,4
13588571,67,95,9,9,2
13591271,68,97,10,10,2
13602723,174,98,10,10,5
13603043,80,99,10,9,2
13603416,8,93,10,10,0
13603490,15,100,10,10,1
13605661,75,94,10,9,2
13606695,75,97,10,10,2
13618517,67,96,10,10,2
13625546,121,98,10,10,3
13635551,45,95,10,9,1
13641058,62,97,10,10,2
13642014,228,96,10,9,6
13652971,142,98,10,9,4
13654134,11,93,10,9,0
13676473,10,96,10,9,0
13686323,62,96,10,9,2
13687128,27,98,10,10,1
13687255,40,99,10,10,1
13688416,37,93,10,9,1
13709214,88,97,10,9,3
13711175,18,96,10,10,1
13714899,150,99,10,9,4
13724120,23,98,10,10,1
13734123,96,91,9,9,3
13735664,102,100,10,10,3
13749078,176,95,10,10,5
13751537,36,93,10,9,1
13762929,6,93,9,9,0
13769493,44,95,9,9,1
13774014,120,96,10,9,3
13784076,65,90,9,9,2
13788581,33,98,10,9,1
13788740,14,97,10,9,1
13789725,163,99,10,10,5
13796550,34,99,10,10,1
13796921,25,98,10,10,2
13803228,19,100,10,10,1
13806046,70,96,10,9,3
13810224,84,96,10,9,4
13815224,62,96,10,9,2
13815533,85,98,10,10,2
13845578,188,98,10,10,5
13848713,74,99,10,10,3
13857866,223,99,10,9,6
13866653,148,94,10,10,4
13884730,64,95,10,9,2
13896608,14,97,10,9,0
13899875,65,99,10,10,2
13900287,10,94,9,8,0
13901641,214,97,10,9,6
13911251,43,87,9,9,1
13913555,43,99,10,10,1
13913910,8,98,10,10,0
13914906,15,97,10,10,0
13952628,2,100,10,10,0
13970165,146,99,10,10,4
13975376,32,94,10,9,1
13978938,30,97,10,9,1
13988824,34,99,10,10,1
13999742,110,96,10,9,4
14008953,6,97,10,9,0
14012697,5,92,10,9,0
14029901,101,98,10,10,3
14030807,56,99,10,10,2
14043110,219,95,10,9,7
14057062,56,98,10,10,2
14058613,32,96,10,9,1
14068781,119,98,10,10,3
14074818,3,100,10,8,0
14075653,7,77,7,8,0
14076194,2,60,7,7,0
14125801,10,98,10,9,0
14139656,43,100,10,10,1
14153586,79,92,10,9,2
14179987,153,94,9,9,4
14206695,6,100,10,10,0
14214684,8,100,10,9,0
14220594,97,99,10,9,3
14225205,85,96,10,10,3
14234871,61,83,9,9,2
14255278,23,97,10,10,1
14265180,62,99,10,10,2
14266916,134,99,10,9,4
14268636,140,99,10,10,4
14294502,4,100,10,10,0
14299097,5,100,10,10,0
14304773,29,99,10,9,1
14310743,6,84,9,8,0
14311890,1,100,10,10,0
14323059,107,99,10,10,3
14339856,11,100,10,9,0
14352641,4,100,10,10,0
14355639,44,98,10,10,1
14358722,6,97,10,9,0
14362264,11,98,10,10,0
14386727,246,94,10,9,8
14388391,13,98,10,9,1
14401326,104,97,10,9,3
14404663,1,60,8,6,0
14406178,5,96,10,10,0
14422371,227,94,10,9,7
14426130,203,99,10,10,6
14450414,39,99,10,10,1
14451638,43,85,9,9,1
14465169,67,80,8,8,2
14474493,35,93,10,9,1
14475808,69,90,10,9,2
14476185,74,89,9,9,2
14487347,93,88,9,9,3
14488234,306,99,10,10,9
14490262,65,99,10,10,2
14501673,14,100,10,10,0
14505006,106,99,10,10,3
14507492,81,96,10,9,2
14538591,54,96,10,10,2
14540002,42,95,10,9,1
14549750,93,94,10,9,3
14552390,127,89,9,9,4
14553088,8,100,10,10,0
14553693,138,99,10,10,4
14588279,4,100,10,10,0
14594885,69,98,10,10,2
14596029,52,97,10,10,2
14611058,19,93,9,9,1
14611546,4,100,10,10,0
14619235,61,100,10,10,2
14671513,20,97,10,10,1
14671675,149,96,10,9,4
14691164,81,99,10,10,3
14705126,182,98,10,10,6
14709523,85,88,9,9,3
14710249,19,87,9,9,1
14712935,1,100,10,10,0
14726839,14,94,9,9,0
14727009,14,97,10,10,0
14745298,156,100,10,9,5
14760041,19,98,10,10,1
14761638,64,88,9,9,2
14762607,6,100,10,9,0
14763705,264,96,10,10,8
14773074,48,100,10,10,2
14773204,162,93,10,9,5
14773919,115,99,10,10,4
14788324,57,97,10,9,2
14790424,49,95,10,9,2
14802586,86,98,10,9,3
14804950,327,99,10,10,10
14836958,5,87,8,9,0
14841442,14,96,10,9,0
14845574,37,93,10,9,1
14869150,38,100,10,10,1
14869325,8,88,9,9,0
14884457,17,95,10,9,1
14886240,81,95,10,10,2
14887262,101,97,10,10,3
14896984,12,100,10,10,0
14903530,5,100,10,10,0
14906353,8,94,10,9,0
14907455,183,92,10,9,6
14913657,62,99,10,10,2
14934208,166,100,10,10,10
14936250,41,98,10,10,1
14938407,165,93,9,9,5
14944663,60,97,10,9,2
14946749,23,98,10,10,1
14948905,93,100,10,10,3
14953903,1,100,10,10,0
14962746,13,98,10,10,0
14963473,13,100,10,10,0
14983353,36,94,10,9,1
14988703,34,95,10,9,1
14990478,320,99,10,10,10
14991011,19,82,9,9,1
14996188,204,100,10,10,6
15005046,190,97,10,9,6
15010218,138,92,10,9,4
15024335,41,99,10,9,1
15027416,6,93,10,8,0
15051965,165,98,10,9,5
15054072,8,98,10,9,0
15055277,146,87,9,9,4
15056192,86,99,10,10,3
15060615,23,95,9,9,1
15067182,69,97,10,10,2
15069107,185,98,10,10,6
15070065,83,96,10,10,3
15075530,134,95,10,9,4
15111599,2,100,10,10,0
15126863,6,100,10,10,0
15130794,6,100,10,9,0
15132100,211,85,9,9,6
15132855,133,98,10,10,4
15134083,19,92,9,9,1
15150709,31,97,10,9,1
15162895,33,90,9,9,1
15163770,31,98,10,9,1
15166399,13,98,10,10,0
15176931,47,95,9,10,1
15177458,21,97,10,10,1
15177460,53,100,10,10,2
15178460,3,93,10,9,0
15179182,219,97,10,9,7
15189360,11,98,10,9,1
15194176,7,97,8,9,0
15194320,14,99,9,9,0
15194432,11,95,9,9,0
15207802,1,100,10,8,0
15207940,155,96,10,9,5
15208293,1,100,10,10,0
15214880,4,70,9,9,0
15215678,207,99,10,10,6
15216713,5,100,10,9,0
15218861,5,100,10,8,0
15220043,46,99,10,10,2
15222045,28,100,10,10,1
15236335,114,98,10,9,4
15256248,8,100,10,10,0
15258331,17,91,9,9,1
15267186,124,86,9,8,4
15269286,54,98,10,10,2
15270397,2,100,10,9,0
15270469,59,96,9,9,3
15282659,16,95,10,9,1
15283495,2,100,10,10,0
15297353,13,97,10,10,1
15309962,13,97,10,10,0
15311048,5,100,10,10,0
15311518,97,99,10,10,3
15314587,2,100,10,10,0
15327480,28,99,10,10,1
15327674,62,98,10,9,2
15330348,272,96,10,9,8
15330751,9,100,10,10,6
15339049,53,98,10,10,2
15342398,3,100,10,9,0
15343159,323,95,10,10,10
15344978,8,90,9,9,0
15346313,41,100,10,10,1
15346876,107,99,10,10,3
15363435,4,100,10,10,0
15377479,2,70,7,8,0
15378306,4,100,10,10,0
15383658,113,97,10,9,4
15392180,11,100,10,9,0
15393846,1,100,10,10,0
15400940,24,98,10,10,1
15401372,4,95,10,10,0
15408863,29,98,10,10,1
15409616,14,100,10,9,1
15412358,4,85,9,8,0
15432669,78,94,10,9,2
15434462,7,100,10,9,7
15446815,2,100,10,9,0
15453636,120,98,10,10,4
15468915,17,92,9,8,1
15469891,24,98,10,10,1
15470223,19,100,10,10,1
15471195,24,95,10,9,1
15471316,3,93,10,9,0
15471757,15,99,10,10,0
15472181,17,98,10,10,1
15478431,145,97,10,10,5
15484215,22,100,10,10,1
15486470,160,98,10,9,7
15486810,6,96,10,10,1
15504145,1,100,10,10,0
15511739,1,100,10,10,0
15512995,10,100,10,9,0
15521441,3,100,10,9,0
15549498,2,100,10,10,0
15550123,12,100,10,10,0
15560650,1,100,10,10,0
15564777,86,94,10,9,4
15567704,102,95,10,9,4
15579505,5,100,10,9,0
15583185,10,94,10,9,4
15591362,41,99,10,10,1
15605090,41,94,10,9,1
15611358,176,97,10,10,9
15615510,34,99,10,10,1
15619426,1,100,10,8,0
15630209,148,99,10,10,5
15633213,55,99,10,10,2
15641829,27,96,10,10,1
15643873,57,100,10,10,2
15649595,39,93,10,9,1
15662354,2,70,9,7,0
15662917,132,99,10,10,4
15675279,2,100,10,8,0
15675892,91,88,9,9,3
15677325,2,70,9,6,0
15708231,11,100,10,10,0
15717561,24,98,10,9,1
15718115,3,80,10,8,0
15722690,30,98,10,10,1
15732801,2,70,7,8,0
15733592,27,100,10,10,1
15734872,14,100,10,9,0
15759935,35,99,10,10,2
15774102,23,98,9,9,1
15776727,41,100,10,10,1
15785104,38,100,10,10,1
15792140,53,84,9,9,2
15803552,18,99,10,10,1
15806021,4,100,10,9,1
15812013,97,99,10,10,3
15822076,90,99,10,10,3
15824294,22,93,10,9,1
15830044,2,100,10,10,0
15832358,55,97,10,10,2
15835438,17,99,10,10,1
15843007,65,95,10,10,2
15849484,33,99,10,10,1
15853561,11,98,10,10,0
15855837,19,98,10,10,1
15860350,14,97,10,10,2
15860884,214,99,10,9,7
15860973,11,98,10,9,0
15871266,6,100,10,10,0
15873231,16,85,9,9,1
15876545,43,100,10,10,1
15888446,34,99,10,10,1
15903424,129,100,10,10,4
15911270,112,100,10,10,5
15911997,70,98,10,10,2
15915784,1,100,10,10,0
15919029,6,97,10,10,0
15920878,100,90,10,9,3
15929798,69,99,10,10,2
15929904,84,96,10,9,3
15939264,14,96,10,10,0
15939487,20,87,9,9,1
15941733,4,100,10,10,0
15957623,7,97,9,9,0
15969943,2,100,10,10,0
15970167,1,100,10,10,0
15970624,1,100,10,8,1
15985008,163,97,10,10,5
15987415,12,71,8,8,0
15999597,9,100,10,10,0
15999931,3,100,10,10,0
16004169,1,100,10,10,0
16013094,1,100,10,10,0
16016803,2,100,9,9,0
16017300,29,97,10,9,2
16017966,158,99,10,10,5
16018565,173,99,10,10,6
16026556,1,100,8,10,0
16043093,138,99,10,10,5
16052484,49,100,10,10,2
16052656,29,97,10,10,1
16055131,44,98,10,10,2
16066598,4,100,10,10,0
16068425,24,99,10,10,1
16068498,3,93,9,8,0
16071674,107,78,9,8,3
16073408,58,98,10,10,2
16073836,64,100,10,10,2
16079346,36,96,10,10,2
16082636,3,100,9,10,0
16088064,117,96,10,9,4
16089156,51,98,10,9,4
16125990,40,98,10,9,2
16134193,87,98,10,9,3
16137002,4,100,10,9,0
16160696,57,100,10,10,2
16162370,1,100,10,10,0
16162542,3,100,10,9,0
16162763,3,93,9,9,0
16162846,2,90,10,9,0
16163092,2,100,10,10,0
16173016,113,99,10,10,4
16176101,148,86,9,8,5
16178483,15,100,10,9,1
16178751,26,100,10,10,1
16179065,29,98,10,10,1
16179580,16,99,10,10,1
16180470,3,100,10,9,0
16190202,27,99,10,10,1
16191041,5,96,10,8,0
16204265,285,99,10,10,10
16205967,5,80,10,8,0
16206116,1,100,10,10,0
16206151,9,89,9,8,0
16208102,29,99,10,9,1
16208487,12,95,10,10,0
16219958,188,91,9,9,7
16228848,161,86,9,9,5
16230722,82,98,10,10,3
16242493,49,95,10,9,2
16242929,30,97,10,10,4
16244433,129,99,10,10,5
16255081,168,88,9,9,6
16287044,4,95,10,10,0
16297383,3,87,9,9,0
16305055,59,96,10,9,2
16312844,2,100,10,10,0
16326624,16,99,10,10,1
16330378,18,97,10,9,1
16331804,93,97,10,9,4
16335125,118,98,10,10,4
16336481,28,99,10,10,1
16336782,61,98,10,10,2
16348139,4,100,10,9,0
16351934,63,98,10,10,2
16352294,29,99,10,9,1
16362304,82,97,10,10,3
16383490,27,95,10,9,1
16392353,6,100,10,10,0
16393469,5,92,10,9,0
16394592,2,60,2,4,0
16394610,1,100,10,8,0
16394806,2,90,10,10,0
16406043,5,100,10,10,0
16406118,201,96,10,10,7
16407735,115,97,10,9,4
16416050,22,95,10,9,1
16426353,193,87,10,9,7
16435615,59,97,10,9,2
16441272,18,99,10,10,1
16442951,2,90,9,9,0
16452355,4,80,10,8,0
16454916,39,100,10,10,2
16456337,153,99,10,10,5
16469515,1,80,10,10,0
16488124,7,97,10,10,0
16490343,7,94,9,9,0
16497229,73,95,10,10,2
16506663,3,93,10,9,0
16516337,34,99,10,10,1
16516970,4,70,9,7,0
16518099,71,92,10,9,2
16519220,51,100,10,10,2
16529602,6,93,10,8,1
16532410,1,100,10,10,1
16535678,171,99,10,9,6
16542790,68,97,10,10,2
16556338,101,90,10,9,3
16560870,2,100,10,10,0
16569308,8,95,10,9,0
16570444,7,100,10,9,0
16570521,42,97,10,10,2
16570808,2,100,10,10,0
16572187,130,99,10,10,5
16587632,3,90,10,9,0
16602539,2,100,10,10,0
16632907,2,60,6,6,0
16649876,119,97,10,10,4
16650008,2,80,10,8,0
16653287,15,100,10,10,1
16679374,6,100,10,10,0
16688334,45,97,10,9,2
16690768,7,100,10,10,0
16700935,131,98,10,10,5
16703040,66,95,10,9,2
16706877,171,96,10,9,6
16707105,13,95,9,10,0
16710475,59,99,10,10,2
16737908,31,99,10,9,1
16742943,114,98,10,10,7
16779057,2,100,10,9,0
16779078,132,89,9,9,5
16790413,181,89,9,9,6
16797018,93,98,10,10,3
16824774,178,99,10,10,6
16831471,87,98,10,10,3
16839850,3,90,10,8,0
16845067,3,93,10,9,0
16847403,44,96,10,9,2
16855762,6,100,10,10,0
16858141,129,93,10,9,5
16859985,9,98,10,10,0
16867947,9,98,10,9,0
16872797,238,99,10,10,8
16883568,1,100,10,10,0
16896129,154,97,10,9,5
16897188,114,99,10,10,4
16897598,44,99,10,10,2
16900525,20,100,10,10,1
16910795,28,96,10,9,1
16913294,9,100,10,10,0
16930151,77,93,10,9,3
16930263,74,92,10,9,3
16933274,181,92,9,9,6
16944002,20,87,8,9,1
16944675,51,99,10,10,2
16944898,23,96,10,9,1
16975571,33,98,10,9,1
17010389,84,95,10,10,3
17011295,12,73,8,8,0
17016637,146,98,10,10,5
17026443,64,96,10,9,2
17029166,6,97,10,10,0
17043944,12,90,9,9,1
17097361,85,97,10,9,3
17120944,11,100,10,10,0
17139721,18,86,9,9,1
17157954,39,94,10,9,1
17188701,2,100,10,10,0
17191322,88,96,10,9,3
17207000,1,100,10,10,0
17222332,1,100,10,8,0
17222602,122,100,10,10,5
17225268,77,96,10,9,3
17233693,14,100,10,10,1
17237462,86,88,10,9,3
17237993,141,86,9,9,6
17238534,2,90,9,9,0
17254515,29,99,10,10,1
17269133,3,87,7,8,0
17271591,39,98,10,9,1
17281042,40,99,10,9,1
17287731,3,100,10,9,0
17288451,24,98,10,9,2
17288739,3,100,10,9,0
17289486,90,99,10,10,3
17301015,148,93,10,9,5
17301795,74,96,10,10,3
17305040,126,99,10,10,5
17343208,135,94,9,9,5
17344333,64,95,10,10,2
17345722,27,99,10,10,1
17346342,63,98,10,10,2
17369805,81,99,10,9,3
17382326,79,99,10,10,3
17385851,58,80,9,9,2
17402726,1,80,10,10,0
17405370,107,100,10,10,4
17408466,3,100,9,9,0
17408793,210,97,10,9,8
17424816,93,99,10,10,3
17430696,133,100,10,10,6
17433075,119,94,10,9,5
17433218,6,100,10,10,0
17434665,59,99,10,10,2
17438541,132,94,9,9,5
17444005,49,99,10,10,2
17444930,20,100,10,10,1
17444964,66,99,10,9,3
17445405,130,93,9,9,5
17474556,7,100,10,9,0
17478285,108,96,10,10,4
17482888,11,100,10,10,0
17501002,109,97,10,10,4
17511326,20,92,9,9,1
17514911,122,91,10,9,5
17516202,87,92,10,9,3
17530579,3,100,9,9,0
17534666,90,98,10,10,3
17534690,85,93,10,9,3
17543317,7,100,10,10,0
17543814,135,96,10,10,5
17551632,109,98,10,10,4
17556287,23,97,10,9,1
17576074,83,95,10,10,3
17585689,11,100,10,10,0
17585947,102,99,10,10,4
17587530,21,99,10,10,1
17588923,80,98,10,9,3
17590102,72,98,10,10,3
17592480,108,99,10,10,4
17593967,2,100,10,10,0
17622881,71,95,10,9,3
17624633,5,87,9,9,0
17624771,78,98,10,10,3
17626598,12,98,10,9,1
17642091,93,98,10,10,4
17651619,30,97,10,10,1
17651864,3,100,10,10,0
17652643,39,97,10,10,2
17669758,82,99,10,10,3
17670075,79,98,10,9,3
17670655,26,97,10,9,1
17680468,15,100,10,10,1
17695233,5,100,10,10,0
17696905,121,96,9,9,5
17714209,2,100,10,9,0
17716381,2,40,4,4,0
17718199,121,97,10,9,5
17721392,6,93,10,9,0
17723975,21,100,10,10,1
17731097,63,96,10,10,2
17731924,2,90,9,9,0
17734527,3,93,9,10,0
17751058,128,98,10,9,6
17753503,267,99,10,10,10
17756616,2,90,10,8,0
17764085,3,93,10,10,0
17767353,82,95,10,9,3
17767863,100,92,9,9,4
17795712,84,91,9,9,4
17806044,18,88,9,9,1
17807120,28,99,10,10,1
17807479,2,60,5,5,0
17809833,66,99,10,10,3
17811571,130,96,10,9,5
17812931,214,99,10,10,8
17813890,16,100,10,9,1
17826404,9,100,10,9,0
17843490,70,94,10,9,3
17863225,3,93,10,9,0
17865626,39,100,10,10,2
17879769,4,100,10,10,0
17892026,30,97,10,9,1
17892443,39,83,9,8,2
17893425,27,99,10,10,1
17931634,26,99,10,10,1
17944621,35,88,9,9,1
17965243,157,99,10,9,6
17973795,23,99,10,10,1
17977925,53,98,10,10,2
17979286,96,99,10,10,4
17979358,2,100,9,9,0
17982304,231,99,10,10,9
18012201,47,91,9,9,2
18012893,48,92,10,9,2
18022892,19,100,10,10,1
18037180,59,99,10,9,3
18041391,2,100,10,10,0
18059324,1,100,10,10,0
18061892,7,97,10,10,0
18063530,1,80,10,10,0
18069283,3,100,10,10,0
18077642,6,100,10,10,0
18079104,5,100,10,9,0
18088837,2,90,10,10,0
18107901,134,98,10,10,5
18108225,4,100,10,9,0
18109983,2,100,10,10,0
18110019,2,90,10,8,0
18120600,8,100,10,9,0
18122830,6,97,10,10,0
18123964,39,94,10,9,2
18126981,131,94,9,9,5
18139592,1,100,10,10,0
18140914,66,97,10,10,3
18156135,27,99,10,10,1
18184143,25,99,10,10,1
18204951,45,97,10,10,2
18209966,60,97,10,9,2
18212346,3,93,10,10,0
18221524,9,98,10,10,0
18231981,7,97,9,9,0
18237064,10,100,10,10,0
18238265,21,96,10,9,1
18242785,83,86,9,8,4
18274764,34,90,9,9,1
18286171,88,95,10,9,4
18311350,1,100,10,10,0
18314694,32,99,10,9,2
18331809,4,100,10,9,0
18343676,1,80,10,8,0
18345958,8,100,10,10,0
18346141,4,95,10,10,0
18349074,53,91,10,9,2
18350373,18,98,10,10,1
18350662,28,96,10,9,1
18358523,6,100,10,10,0
18359884,48,100,10,10,2
18391536,164,99,10,10,7
18396762,55,99,10,10,2
18397875,75,99,10,10,3
18409527,4,100,10,10,0
18411098,7,100,10,9,0
18413609,18,97,9,9,1
18415936,149,92,9,9,6
